NCES_ID,metro,metroname,name,SD6870,city,zip,county,stateab,G1_READ_D,NREAD1_D,G2_READ_D,NREAD2_D,G4_READ_D,NREAD4_D,G8_READ_D,NREAD8_D,G9_READ_D,NREAD9_D,G10_READ_D,NREAD10_D,G12_READ_D,NREAD12_D,GHS_READ_D,NHSREAD_D,G1_MATH_D,NMATH1_D,G2_MATH_D,NMATH2_D,G4_MATH_D,NMATH4_D,G8_MATH_D,NMATH8_D,G9_MATH_D,NMATH9_D,G10_MATH_D,NMATH10_D,G12_MATH_D,NMATH12_D,GHS_MATH_D,NMATHHS_D,G3_READ_D,NREAD3_D,G3_MATH_D,NMATH3_D,G5_READ_D,NREAD5_D,G5_MATH_D,NMATH5_D,G6_READ_D,NREAD6_D,G6_MATH_D,NMATH6_D,G7_READ_D,NREAD7_D,G7_MATH_D,NMATH7_D,G11_READ_D,NREAD11_D,G11_MATH_D,NMATH11_D
102430,5240,"Montgomery, AL",MONTGOMERY COUNTY,MONTGOMERY,MONTGOMERY,AL36102,MONTGOMERY,AL, , , , ,2597,33.59,2789,27.82, , , , ,1531,43.8, , , , , , ,2597,30.03, , , , , , ,1531,36.68, , , , , , , , , , ,2719,39.65,2719,36.61, , , , ,1847,30.34,1847,26.53
102480,2030,"Decatur, AL",MORGAN COUNTY,MORGAN COUNTY,DANVILLE,AL35601,MORGAN,AL, , , , ,590,73.39,638,63.84, , , , ,432,78.91, , , , , , ,590,73.53, , , , , , ,432,58.29, , , , , , , , , , ,650,63.67,650,55.42, , , , ,503,69.28,503,64.2
102490,1000,"Birmingham, AL",MOUNTAIN BROOK CITY,MOUNTAIN BROOK CITY,MOUNTAIN BROOK,AL35213,JEFFERSON,AL, , , , ,310,98.46,328,99, , , , ,276,91, , , , , , ,310,98.55, , , , , , ,276,92, , , , , , , , , , ,299,97.13,299,98.81, , , , ,299,99,299,98
102520,2650,"Florence, AL",MUSCLE SHOALS CITY, ,MUSCLE SHOALS,AL35662, ,AL, , , , ,222,92,214,78, , , , ,162,91, , , , , , ,222,84, , , , , , ,162,83, , , , , , , , , , ,198,93,198,84, , , , ,170,96,170,97
102550,1000,"Birmingham, AL",ONEONTA CITY,ONEONTA CITY,ONEONTA,AL35121,BLOUNT,AL, , , , ,106,78,88,86, , , , ,79,91, , , , , , ,106,64, , , , , , ,79,75, , , , , , , , , , ,102,58,102,74, , , , ,77,60,77,59
102580,580,"Auburn--Opelika, AL",OPELIKA CITY,OPELIKA CITY,OPELIKA,AL36803,LEE,AL, , , , ,309,56.14,388,64.54, , , , ,234,62.67, , , , , , ,309,50.49, , , , , , ,234,56.03, , , , , , , , , , ,353,42,353,39, , , , ,296,29.58,296,36.25
102610, , , , , , , , , , , , ,87,48,126,35, , , , ,96,50, , , , , , ,87,39, , , , , , ,96,69, , , , , , , , , , ,93,39,93,67, , , , ,100,26,100,60
102635,450,"Anniston, AL",OXFORD CITY,OXFORD CITY,OXFORD,AL36203,CALHOUN,AL, , , , ,265,71,304,81, , , , ,215,64, , , , , , ,265,57, , , , , , ,215,74, , , , , , , , , , ,259,66,259,54, , , , ,207,80,207,80
102640,2180,"Dothan, AL",OZARK CITY,OZARK CITY,OZARK,AL36360,DALE,AL, , , , ,206,38.49,236,62, , , , ,203,40, , , , , , ,206,46.92, , , , , , ,203,38, , , , , , , , , , ,209,36,209,54, , , , ,182,52,182,21
102650,1000,"Birmingham, AL",PELL CITY, ,CROPWELL,AL35125, ,AL, , , , ,286,39.82,366,51, , , , ,210,25, , , , , , ,286,42.34, , , , , , ,210,47, , , , , , , , , , ,318,29,318,37, , , , ,251,32,251,57
102670, , , , , , , , , , , , ,190,25.97,174,25.31, , , , ,123,91, , , , , , ,190,24.8, , , , , , ,123,70.33, , , , , , , , , , ,161,18.81,161,11.07, , , , ,137,51.8,137,54.02
102700,1800,"Columbus, GA--AL",PHENIX CITY,PHENIX CITY,PHENIX CITY,AL36868,RUSSELL,AL, , , , ,430,35.31,406,36, , , , ,309,54, , , , , , ,430,35.36, , , , , , ,309,77, , , , , , , , , , ,441,44,441,32, , , , ,326,35,326,26
102730, , , , , , , , , , , , ,255,33.53,269,30.04, , , , ,207,31.74, , , , , , ,255,41.69, , , , , , ,207,61.4, , , , , , , , , , ,274,45.32,274,43.31, , , , ,213,32.68,213,45.98
102760,450,"Anniston, AL",PIEDMONT CITY,PIEDMONT CITY,PIEDMONT,AL36272,CALHOUN,AL, , , , ,93,62,88,70, , , , ,67,67, , , , , , ,93,76, , , , , , ,67,92, , , , , , , , , , ,88,45,88,57, , , , ,63,86,63,78
102790, , , , , , , , , , , , ,172,31.44,210,12.71, , , , ,105,60.33, , , , , , ,172,39.65, , , , , , ,105,38, , , , , , , , , , ,119,21.87,119,11.82, , , , ,100,19.64,100,58.12
102820, , , , , , , , , , , , ,181,40.23,184,46.1, , , , ,113,27.04, , , , , , ,181,34.06, , , , , , ,113,34.96, , , , , , , , , , ,183,58.41,183,60.09, , , , ,141,35.64,141,39.82
102850, , , , , , , , , , , , ,107,31,116,66, , , , ,93,47, , , , , , ,107,28, , , , , , ,93,67, , , , , , , , , , ,106,50,106,24, , , , ,89,78,89,83
102880,1800,"Columbus, GA--AL",RUSSELL COUNTY,RUSSELL COUNTY,PHENIX CITY,AL36868,RUSSELL,AL, , , , ,290,35.37,321,23, , , , ,172,13, , , , , , ,290,34.02, , , , , , ,172,24, , , , , , , , , , ,319,18,319,17, , , , ,212,14,212,20
102910, , , , , , , , , , , , ,175,44,175,79, , , , ,136,43, , , , , , ,175,69, , , , , , ,136,57, , , , , , , , , , ,202,48,202,71, , , , ,162,53,162,60
102940, , , , , , , , , , , , ,214,61.59,230,78, , , , ,140,34, , , , , , ,214,64.01, , , , , , ,140,28, , , , , , , , , , ,238,51,238,73, , , , ,190,68,190,65
102970, , , , , , , , , , , , ,344,32.63,305,20.81, , , , ,203,28, , , , , , ,344,29.17, , , , , , ,203,49, , , , , , , , , , ,291,21,291,22, , , , ,181,59,181,41
103000,2650,"Florence, AL",SHEFFIELD CITY,SHEFFIELD CITY,SHEFFIELD,AL35660,COLBERT,AL, , , , ,119,29,109,22, , , , ,77,39, , , , , , ,119,54, , , , , , ,77,62, , , , , , , , , , ,132,25,132,52, , , , ,77,76,77,16
103030,1000,"Birmingham, AL",SHELBY COUNTY,SHELBY COUNTY,CHELSEA,AL35051,SHELBY,AL, , , , ,1769,72.89,1772,75.15, , , , ,1278,61.49, , , , , , ,1769,62.24, , , , , , ,1278,55.32, , , , , , , , , , ,1837,69.76,1837,66.11, , , , ,1467,72.53,1467,76.36
103062,1000,"Birmingham, AL",ST CLAIR COUNTY,SAINT CLAIR COUNTY,SPRINGVILLE,AL35953, ,AL, , , , ,557,54.8,659,68.88, , , , ,423,47.08, , , , , , ,557,64.36, , , , , , ,423,39.22, , , , , , , , , , ,587,57.57,587,58.42, , , , ,511,42.12,511,55.68
103090, , , , , , , , , , , , ,213,17.64,209,31.39, , , , ,186,45.56, , , , , , ,213,22.53, , , , , , ,186,31.21, , , , , , , , , , ,227,36.45,227,35.77, , , , ,143,26.87,143,33.59
103120, , , , , , , , , , , , ,185,42.21,176,67, , , , ,137,61, , , , , , ,185,44.01, , , , , , ,137,74, , , , , , , , , , ,187,68,187,60, , , , ,147,53,147,74
103150, , , , , , , , , , , , ,233,28.59,244,19, , , , ,173,7, , , , , , ,233,38.7, , , , , , ,173,18, , , , , , , , , , ,250,44.3,250,38.23, , , , ,176,45,176,29
103180, , , , , , , , , , , , ,572,51.06,667,28.58, , , , ,439,42.02, , , , , , ,572,47.63, , , , , , ,439,50.94, , , , , , , , , , ,611,42.62,611,43.88, , , , ,447,37.71,447,40.15
103210, , , , , , , , , , , , ,281,21.19,305,39.94, , , , ,169,42.28, , , , , , ,281,38.74, , , , , , ,169,20.01, , , , , , , , , , ,286,48.08,286,39.78, , , , ,217,43.84,217,31.98
103240,5240,"Montgomery, AL",TALLASSEE CITY,TALLASSEE CITY,TALLASSEE,AL36078,ELMORE,AL, , , , ,135,47,152,30, , , , ,125,66, , , , , , ,135,38, , , , , , ,125,12, , , , , , , , , , ,168,46,168,37, , , , ,130,31,130,21
103270,1000,"Birmingham, AL",TARRANT CITY, ,TARRANT,AL35217, ,AL, , , , ,91,53,111,33, , , , ,89,59, , , , , , ,91,33, , , , , , ,89,38, , , , , , , , , , ,127,27,127,24, , , , ,94,21,94,46
103300, , , , , , , , , , , , ,129,80,106,45, , , , ,88,37, , , , , , ,129,49, , , , , , ,88,92, , , , , , , , , , ,129,86,129,77, , , , ,113,71,113,41
103330, , , , , , , , , , , , ,185,43,203,63, , , , ,125,16, , , , , , ,185,26, , , , , , ,125,6, , , , , , , , , , ,218,36,218,30, , , , ,122,43,122,22
103360,8600,"Tuscaloosa, AL",TUSCALOOSA CITY,TUSCALOOSA CITY,TUSCALOOSA,AL35403,TUSCALOOSA,AL, , , , ,819,48.51,785,38.8, , , , ,443,35.98, , , , , , ,819,39.95, , , , , , ,443,22.91, , , , , , , , , , ,827,18.94,827,26.31, , , , ,522,36.91,522,44.31
103390,8600,"Tuscaloosa, AL",TUSCALOOSA COUNTY,TUSCALOOSA COUNTY,BROOKWOOD,AL35403,TUSCALOOSA,AL, , , , ,1223,56,1330,52.89, , , , ,958,66.03, , , , , , ,1223,52.37, , , , , , ,958,75.75, , , , , , , , , , ,1344,38.65,1344,46.73, , , , ,1031,65.75,1031,67.21
103420,2650,"Florence, AL",TUSCUMBIA CITY,TUSCUMBIA CITY,TUSCUMBIA,AL35674,COLBERT,AL, , , , ,95,54,126,73, , , , ,98,91, , , , , , ,95,52, , , , , , ,98,68, , , , , , , , , , ,111,58,111,72, , , , ,92,61,92,32
103430,1000,"Birmingham, AL",VESTAVIA HILLS CITY,VESTAVIA HILLS,BIRMINGHAM,AL35266,JEFFERSON,AL, , , , ,350,95.72,429,97, , , , ,348,91, , , , , , ,350,95.72, , , , , , ,348,84, , , , , , , , , , ,380,96.36,380,97.12, , , , ,367,97,367,97
103450, , , , , , , , , , , , ,620,51.01,677,56.14, , , , ,456,54.55, , , , , , ,620,53.68, , , , , , ,456,37.31, , , , , , , , , , ,661,64.59,661,72.63, , , , ,508,41.78,508,45.48
103480, , , , , , , , , , , , ,294,52.46,275,63.9, , , , ,252,37.77, , , , , , ,294,38.82, , , , , , ,252,37.96, , , , , , , , , , ,307,48.8,307,38.01, , , , ,212,59.01,212,39.18
103510, , , , , , , , , , , , ,177,15.21,195,23, , , , ,164,9, , , , , , ,177,9.23, , , , , , ,164,25, , , , , , , , , , ,224,22.22,224,12.39, , , , ,168,24,168,17
103540, , , , , , , , , , , , ,88,91,108,90, , , , ,82,91, , , , , , ,88,94, , , , , , ,82,92, , , , , , , , , , ,100,87,100,91, , , , ,88,98,88,94
103580, , , , , , , , , , , , ,226,42.83,212,49.47, , , , ,188,63.73, , , , , , ,226,63.33, , , , , , ,188,38.74, , , , , , , , , , ,227,44.86,227,46.67, , , , ,201,26.85,201,36.38
200001, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
200003, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
200004, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
200005, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
200006, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
200007, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
200010, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
200020, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
200030, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
200050, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
200060, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
200070, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
200090, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
200100, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
200120, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
200130, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
200150, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
200180,380,"Anchorage, AK",ANCHORAGE SCHOOL DISTRICT,ANCHORAGE SCHOOL DIST.,ANCHORAGE,AK99519,ANCHORAGE,AK, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
200210, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
200240, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
200270, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
200300, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
200330, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
200360, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
200390, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
200450, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
200480, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
200485, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
200510, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
200520, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
200525, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
200540, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
200570, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
200600, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
200610, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
200625, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
200630, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
200660, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
200670, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
200680, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
200690, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
200700, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
200710, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
200715, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
200720, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
200730, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
200760, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
200770, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
200775, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
200780, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
200800, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
200810, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
200840, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
200862, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
200863, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
400001,6200,"Phoenix--Mesa, AZ",CAVE CREEK UNIFIED DISTRICT, ,CAVE CREEK,AZ85327, ,AZ, , , , , , ,428,89.54, , ,354,93, , , , , , , , , , ,428,84.06, , ,354,91, , , , ,463,77.61,463,66.5,469,84.34,469,86.18, , , , , , , , , , , , 
400003, , , , , , , , , , , , , , ,251,73, , ,199,71, , , , , , , , , , ,251,85, , ,199,61, , , , ,173,69.32,173,68.32,210,74.31,210,71.14, , , , , , , , , , , , 
400004, , , , , , , , , , , , , , ,36,95, , , , , , , , , , , , , , ,36,97, , , , , , , , ,47,39,47,56,53,79,53,86, , , , , , , , , , , , 
400005, , , , , , , , , , , , , , ,12,83, , , , , , , , , , , , , , ,12,46, , , , , , , , , , , , , , , , , , , , , , , , , , , , 
400016, , , , , , , , , , , , , , ,22,29, , ,110,20.64, , , , , , , , , , ,22,5, , ,110,18.91, , , , , , , , , , , , , , , , , , , , , , , , 
400017, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
400018,2620,"Flagstaff, AZ--UT",PINE FOREST EDUCATION ASSOCIATION  INC., ,FLAGSTAFF,AZ86001, ,AZ, , , , , , ,17,97, , , , , , , , , , , , , , ,17,82, , , , , , , , ,28,99,28,95,21,85,21,66, , , , , , , , , , , , 
400019, , , , , , , , , , , , , , , , , , ,36,95, , , , , , , , , , , , , , ,36,98, , , , , , , , , , , , , , , , , , , , , , , , 
400020,2620,"Flagstaff, AZ--UT",MONTESSORI CHARTER SCHOOL OF FLAGSTAFF  INC., , , , , , , , , , , ,17,99, , , , , , , , , , , , , , ,17,66, , , , , , , , ,33,84,33,76,29,99,29,94, , , , , , , , , , , , 
400021,4120,"Las Vegas, NV--AZ",COLORADO CITY UNIFIED DISTRICT, ,COLORADO CITY,AZ86021, ,AZ, , , , , , ,31,40, , ,18,63, , , , , , , , , , ,31,57, , ,18,67, , , , ,26,52,26,83,37,64,37,72, , , , , , , , , , , , 
400022, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10,51,17,22,17,11, , , , , , , , , , , , 
400023, , , , , , , , , , , , , , ,155,3, , ,94,8, , , , , , , , , , ,155,10, , ,94,36, , , , ,124,1,124,2,113,4,113,6, , , , , , , , , , , , 
400026, , , , , , , , , , , , , , ,40,73, , ,48,78, , , , , , , , , , ,40,59, , ,48,91, , , , ,39,39,39,78,35,52,35,40, , , , , , , , , , , , 
400027,2620,"Flagstaff, AZ--UT","LAKE POWELL ACADEMY, INC.", ,PAGE,AZ86040, ,AZ, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15,5,15,5,20,12,20,7, , , , , , , , , , , , 
400028, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
400031,6200,"Phoenix--Mesa, AZ",VENTANA ACADEMIC CHARTER SCHOOL, ,CAVE CREEK,AZ85327, ,AZ, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
400033,6200,"Phoenix--Mesa, AZ",BOYS & GIRLS CLUBS OF THE EAST VALLEY DBA MESA ARTS ACADEMY, ,MESA,AZ85210, ,AZ, , , , , , ,18,83, , , , , , , , , , , , , , ,18,99, , , , , , , , ,17,78,17,72,23,19,23,30, , , , , , , , , , , , 
400034,6200,"Phoenix--Mesa, AZ",VALLEY ACADEMY  INC., ,PHOENIX,AZ85027, ,AZ, , , , , , ,41,95, , , , , , , , , , , , , , ,41,98, , , , , , , , ,73,84,73,81,67,90,67,80, , , , , , , , , , , , 
400036,6200,"Phoenix--Mesa, AZ",FOOTHILLS ACADEMY, ,CAVE CREEK,AZ85327, ,AZ, , , , , , ,41,93, , ,36,97, , , , , , , , , , ,41,93, , ,36,93, , , , , , , , , , , , , , , , , , , , , , , , 
400037,6200,"Phoenix--Mesa, AZ",TWENTY FIRST CENTURY CHARTER SCHOOL  INC. DBA: BENNETT ACADE, ,PHOENIX,AZ85020, ,AZ, , , , , , ,15,50, , , , , , , , , , , , , , ,15,28, , , , , , , , ,21,24,21,19,15,50,15,69, , , , , , , , , , , , 
400038,6200,"Phoenix--Mesa, AZ",CASY COUNTRY DAY SCHOOL, ,SCOTTSDALE,AZ85260, ,AZ, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,25,99,25,99, , , , , , , , , , , , , , , , 
400039,6200,"Phoenix--Mesa, AZ","DRAGONFLEYE SCIENCE, INC.", ,PHOENIX,AZ85021, ,AZ, , , , , , ,16,19, , , , , , , , , , , , , , ,16,5, , , , , , , , ,10,19,10,6,12,27,12,59, , , , , , , , , , , , 
400040,6200,"Phoenix--Mesa, AZ",EDU-PRIZE  INC., ,GILBERT,AZ85233, ,AZ, , , , , , ,58,92, , , , , , , , , , , , , , ,58,80, , , , , , , , ,121,72,121,81,115,85,115,88, , , , , , , , , , , , 
400041, , , , , , , , , , , , , , , , , , ,51,30, , , , , , , , , , , , , , ,51,8, , , , , , , , , , , , , , , , , , , , , , , , 
400043, , , , , , , , , , , , , , , , , , ,84,88, , , , , , , , , , , , , , ,84,52, , , , , , , , , , , , , , , , , , , , , , , , 
400044,6200,"Phoenix--Mesa, AZ",HORIZON CHARTER SCHOOL CORP., ,PHOENIX,AZ85048, ,AZ, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
400045,6200,"Phoenix--Mesa, AZ",CARDEN TRADITIONAL SCHOOL OF GLENDALE  INC., , , , , , , , , , , ,13,44, , ,21,54, , , , , , , , , , ,13,66, , ,21,28, , , , , , , , , , , , , , , , , , , , , , , , 
400046,6200,"Phoenix--Mesa, AZ",AMERICAN GRADE SCHOOLS, ,CASA GRANDE,AZ85023, ,AZ, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
400047, , , , , , , , , , , , , , ,38,2, , ,71,11, , , , , , , , , , ,38,5, , ,71,17, , , , , , , , , , , , , , , , , , , , , , , , 
400048,6200,"Phoenix--Mesa, AZ",KACHINA COUNTRY DAY SCHOOL, ,PARADISE VALLEY,AZ85253, ,AZ, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,19,75,19,76,13,45,13,83, , , , , , , , , , , , 
400049,6200,"Phoenix--Mesa, AZ",GAN YELADEEM:  THE LOOKING GLASS SCHOOL, ,SCOTTSDALE,AZ85032, ,AZ, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
400050,6200,"Phoenix--Mesa, AZ",ARIZONA MONTESSORI CHARTER SCHOOLS, ,PRESCOTT VALLEY,AZ85304, ,AZ, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,35,69.77,35,20.2, , , , , , , , , , , , , , , , 
400051,6200,"Phoenix--Mesa, AZ","CARMEL COMMUNITY, INC.", ,BISBEE,AZ85225, ,AZ, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
400052,6200,"Phoenix--Mesa, AZ",ESPIRITU COMMUNITY DEVELOPMENT CORP., ,SAFFORD,AZ85040, ,AZ, , , , , , ,54,83, , ,43,52, , , , , , , , , , ,54,83, , ,43,96, , , , ,53,8,53,6,72,43,72,33, , , , , , , , , , , , 
400053, , , , , , , , , , , , , , ,78,93, , ,63,86, , , , , , , , , , ,78,89, , ,63,90, , , , , , , , , , , , , , , , , , , , , , , , 
400054,6200,"Phoenix--Mesa, AZ",VILLA MONTESSORI CHARTER SCHOOL, ,PHOENIX,AZ85016, ,AZ, , , , , , ,56,96, , , , , , , , , , , , , , ,56,94, , , , , , , , ,53,65,53,51,60,72,60,57, , , , , , , , , , , , 
400055,6200,"Phoenix--Mesa, AZ",EDUPRENEURSHIP  INC., ,SCOTTSDALE,AZ85257, ,AZ, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,23,48.22,12,72, , , , , , , , , , , , 
400056,6200,"Phoenix--Mesa, AZ",ARIZONA SCHOOL FOR THE ARTS, ,PHOENIX,AZ85004, ,AZ, , , , , , ,63,98, , ,50,98, , , , , , , , , , ,63,97, , ,50,97, , , , , , , , , , , , , , , , , , , , , , , , 
400057, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
400058,6200,"Phoenix--Mesa, AZ","BLACK FAMILY & CHILD SERVICES, INC., TEEN CHOICE LEADERSHIP", ,PHOENIX,AZ85040, ,AZ, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
400059,6200,"Phoenix--Mesa, AZ",SCOTTSDALE HORIZONS CHARTER SCHOOL, ,SCOTTSDALE,AZ85257, ,AZ, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,11,9,11,3, , , , , , , , , , , , , , , , 
400060,6200,"Phoenix--Mesa, AZ","ABC ALTERNATIVE LEARNING CENTER, INC.", ,PHOENIX,AZ85012, ,AZ, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
400061, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
400062,6200,"Phoenix--Mesa, AZ",TERTULIA, ,PHOENIX,AZ85003, ,AZ, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,23,6,23,4, , , , , , , , , , , , 
